BEGIN_CATEGORIES
ăn uống|Ăn uống|expense|3000000.0|1
đi lại|Đi lại|expense|500000.0|1
học tập|Học tập|expense|2000000.0|1
sinh hoạt|Sinh hoạt|expense|1000000.0|1
giải trí|Giải trí|expense|800000.0|1
lương|Lương|income|0.0|1
thưởng|Thưởng|income|0.0|1
cho vay|Cho vay|expense|99999999.0|1
thu nợ|Thu nợ|income|0.0|1
đi vay|Đi vay|income|0.0|1
trả nợ|Trả nợ|expense|99999999.0|1
END_CATEGORIES
BEGIN_TRANSACTIONS
20260618172818574527|5000000.0|2026-05-01|lương|income|Nhận lương part-time tháng 4
20260618172818603485|1200000.0|2026-05-01|sinh hoạt|expense|Tiền phòng trọ và điện nước
20260618172818603581|35000.0|2026-05-02|ăn uống|expense|Ăn sáng xôi ruốc
20260618172818603646|60000.0|2026-05-02|ăn uống|expense|Cơm trưa bình dân
20260618172818603698|20000.0|2026-05-02|đi lại|expense|Gửi xe tháng ở trường
20260618172818603750|45000.0|2026-05-03|ăn uống|expense|Bún chả buổi trưa
20260618172818603797|30000.0|2026-05-03|giải trí|expense|Mua nước mía cùng bạn
20260618172818603844|50000.0|2026-05-04|ăn uống|expense|Cơm tối
20260618172818603887|100000.0|2026-05-04|đi lại|expense|Đổ xăng xe máy
20260618172818603934|500000.0|2026-05-05|cho vay|expense|Tuấn mượn tiền đóng tiền quỹ khóa học
20260618172818604004|40000.0|2026-05-05|ăn uống|expense|Bánh mì và sữa sáng
20260618172818604106|65000.0|2026-05-06|ăn uống|expense|Phở bò chiều
20260618172818604182|150000.0|2026-05-06|học tập|expense|Mua giáo trình Cấu trúc dữ liệu
20260618172818604247|120000.0|2026-05-07|giải trí|expense|Đi xem phim rạp
20260618172818604303|55000.0|2026-05-07|ăn uống|expense|Cơm tấm sườn
20260618172818604360|35000.0|2026-05-08|ăn uống|expense|Cà phê quán cóc
20260618172818604417|70000.0|2026-05-08|sinh hoạt|expense|Mua bột giặt và kem đánh răng
